dist_code,month,documents_registered_rev,estamps_challans_rev,documents_registered_cnt,estamps_challans_cnt
D03,2019-08-01,168300,100980,3366,1683
D03,2019-09-01,168300,100980,3366,1683
D03,2019-10-01,168300,100980,3366,1683
D03,2019-11-01,168300,100980,3366,1683
D03,2019-12-01,168300,100980,3366,1683
D03,2020-01-01,168300,100980,3366,1683
D03,2020-02-01,168300,100980,3366,1683
D03,2020-03-01,168300,100980,3366,1683
D03,2020-04-01,168300,100980,3366,1683
D03,2020-05-01,168300,100980,3366,1683
D03,2020-06-01,168300,100980,3366,1683
D03,2020-07-01,168300,100980,3366,1683
D03,2020-08-01,168300,100980,3366,1683
D03,2020-09-01,168300,100980,3366,1683
D03,2020-10-01,168300,100980,3366,1683
D03,2020-11-01,168300,100980,3366,1683
D03,2020-12-01,168300,100980,3366,1683
D03,2021-01-01,168300,100980,3366,1683
D03,2021-02-01,168300,100980,3366,1683
D03,2021-03-01,168300,100980,3366,1683
D03,2021-04-01,168300,100980,3366,1683
D03,2021-05-01,168300,100980,3366,1683
D03,2021-06-01,168300,100980,3366,1683
D03,2021-07-01,168300,100980,3366,1683
D03,2021-08-01,168300,100980,3366,1683
D03,2021-09-01,168300,100980,3366,1683
D03,2021-10-01,168300,100980,3366,1683
D03,2021-11-01,168300,100980,3366,1683
D03,2021-12-01,168300,100980,3366,1683
D03,2022-01-01,168300,100980,3366,1683
D03,2022-02-01,168300,100980,3366,1683
D03,2022-03-01,168300,100980,3366,1683
D03,2022-04-01,168300,100980,3366,1683
D03,2022-05-01,168300,100980,3366,1683
D03,2022-06-01,168300,100980,3366,1683
D03,2022-07-01,168300,100980,3366,1683
D03,2022-08-01,168300,100980,3366,1683
D03,2022-09-01,168300,100980,3366,1683
D03,2022-10-01,168300,100980,3366,1683
D03,2022-11-01,168300,100980,3366,1683
D03,2022-12-01,168300,100980,3366,1683
D03,2023-01-01,168300,100980,3366,1683
D03,2023-02-01,168300,100980,3366,1683
D03,2023-03-01,168300,100980,3366,1683
D04,2019-04-01,172900,103740,3458,1729
D04,2019-05-01,172900,103740,3458,1729
D04,2019-06-01,172900,103740,3458,1729
D04,2019-07-01,172900,103740,3458,1729
D04,2019-08-01,172900,103740,3458,1729
D04,2019-09-01,172900,103740,3458,1729
D04,2019-10-01,172900,103740,3458,1729
D04,2019-11-01,172900,103740,3458,1729
D04,2019-12-01,172900,103740,3458,1729
D04,2020-01-01,172900,103740,3458,1729
D04,2020-02-01,172900,103740,3458,1729
D04,2020-03-01,172900,103740,3458,1729
D04,2020-04-01,172900,103740,3458,1729
D04,2020-05-01,172900,103740,3458,1729
D04,2020-06-01,172900,103740,3458,1729
D04,2020-07-01,172900,103740,3458,1729
D04,2020-08-01,172900,103740,3458,1729
D04,2020-09-01,172900,103740,3458,1729
D04,2020-10-01,172900,103740,3458,1729
D04,2020-11-01,172900,103740,3458,1729
D04,2020-12-01,172900,103740,3458,1729
D04,2021-01-01,172900,103740,3458,1729
D04,2021-02-01,172900,103740,3458,1729
D04,2021-03-01,172900,103740,3458,1729
D04,2021-04-01,172900,103740,3458,1729
D04,2021-05-01,172900,103740,3458,1729
D04,2021-06-01,172900,103740,3458,1729
D04,2021-07-01,172900,103740,3458,1729
D04,2021-08-01,172900,103740,3458,1729
D04,2021-09-01,172900,103740,3458,1729
D04,2021-10-01,172900,103740,3458,1729
D04,2021-11-01,172900,103740,3458,1729
D04,2021-12-01,172900,103740,3458,1729
D04,2022-01-01,172900,103740,3458,1729
D04,2022-02-01,172900,103740,3458,1729
D04,2022-03-01,172900,103740,3458,1729
D04,2022-04-01,172900,103740,3458,1729
D04,2022-05-01,172900,103740,3458,1729
D04,2022-06-01,172900,103740,3458,1729
D04,2022-07-01,172900,103740,3458,1729
D04,2022-08-01,172900,103740,3458,1729
D04,2022-09-01,172900,103740,3458,1729
D04,2022-10-01,172900,103740,3458,1729
D04,2022-11-01,172900,103740,3458,1729
D04,2022-12-01,172900,103740,3458,1729
D04,2023-01-01,172900,103740,3458,1729
D04,2023-02-01,172900,103740,3458,1729
D04,2023-03-01,172900,103740,3458,1729
D05,2019-04-01,137100,82260,2742,1371
D05,2019-05-01,137100,82260,2742,1371
D05,2019-06-01,137100,82260,2742,1371
D05,2019-07-01,137100,82260,2742,1371
D05,2019-08-01,137100,82260,2742,1371
D05,2019-09-01,137100,82260,2742,1371
D05,2019-10-01,137100,82260,2742,1371
D05,2019-11-01,137100,82260,2742,1371
D05,2019-12-01,137100,82260,2742,1371
D05,2020-01-01,137100,82260,2742,1371
D05,2020-02-01,137100,82260,2742,1371
D05,2020-03-01,137100,82260,2742,1371
D05,2020-04-01,137100,82260,2742,1371
D05,2020-05-01,137100,82260,2742,1371
D05,2020-06-01,137100,82260,2742,1371
D05,2020-07-01,137100,82260,2742,1371
D05,2020-08-01,137100,82260,2742,1371
D05,2020-09-01,137100,82260,2742,1371
D05,2020-10-01,137100,82260,2742,1371
D05,2020-11-01,137100,82260,2742,1371
D05,2020-12-01,137100,82260,2742,1371
D05,2021-01-01,137100,82260,2742,1371
D05,2021-02-01,137100,82260,2742,1371
D05,2021-03-01,137100,82260,2742,1371
D05,2021-04-01,137100,82260,2742,1371
D05,2021-05-01,137100,82260,2742,1371
D05,2021-06-01,137100,82260,2742,1371
D05,2021-07-01,137100,82260,2742,1371
D05,2021-08-01,137100,82260,2742,1371
D05,2021-09-01,137100,82260,2742,1371
D05,2021-10-01,137100,82260,2742,1371
D05,2021-11-01,137100,82260,2742,1371
D05,2021-12-01,137100,82260,2742,1371
D05,2022-01-01,137100,82260,2742,1371
D05,2022-02-01,137100,82260,2742,1371
D05,2022-03-01,137100,82260,2742,1371
D05,2022-04-01,137100,82260,2742,1371
D05,2022-05-01,137100,82260,2742,1371
D05,2022-06-01,137100,82260,2742,1371
D05,2022-07-01,137100,82260,2742,1371
D05,2022-08-01,137100,82260,2742,1371
D05,2022-09-01,137100,82260,2742,1371
D05,2022-10-01,137100,82260,2742,1371
D05,2022-11-01,137100,82260,2742,1371
D05,2022-12-01,137100,82260,2742,1371
D05,2023-01-01,137100,82260,2742,1371
D05,2023-02-01,137100,82260,2742,1371
D05,2023-03-01,137100,82260,2742,1371
D06,2019-04-01,64500,38700,1290,645
D06,2019-05-01,64500,38700,1290,645
D06,2019-06-01,64500,38700,1290,645
D06,2019-07-01,64500,38700,1290,645
D06,2019-08-01,64500,38700,1290,645
D06,2019-09-01,64500,38700,1290,645
D06,2019-10-01,64500,38700,1290,645
D06,2019-11-01,64500,38700,1290,645
D06,2019-12-01,64500,38700,1290,645
D06,2020-01-01,64500,38700,1290,645
D06,2020-02-01,64500,38700,1290,645
D06,2020-03-01,64500,38700,1290,645
D06,2020-04-01,64500,38700,1290,645
D06,2020-05-01,64500,38700,1290,645
D06,2020-06-01,64500,38700,1290,645
D06,2020-07-01,64500,38700,1290,645
D06,2020-08-01,64500,38700,1290,645
D06,2020-09-01,64500,38700,1290,645
D06,2020-10-01,64500,38700,1290,645
D06,2020-11-01,64500,38700,1290,645
D06,2020-12-01,64500,38700,1290,645
D06,2021-01-01,64500,38700,1290,645
D06,2021-02-01,64500,38700,1290,645
D06,2021-03-01,64500,38700,1290,645
D06,2021-04-01,64500,38700,1290,645
D06,2021-05-01,64500,38700,1290,645
D06,2021-06-01,64500,38700,1290,645
D06,2021-07-01,64500,38700,1290,645
D06,2021-08-01,64500,38700,1290,645
D06,2021-09-01,64500,38700,1290,645
D06,2021-10-01,64500,38700,1290,645
D06,2021-11-01,64500,38700,1290,645
D06,2021-12-01,64500,38700,1290,645
D06,2022-01-01,64500,38700,1290,645
D06,2022-02-01,64500,38700,1290,645
D06,2022-03-01,64500,38700,1290,645
D06,2022-04-01,64500,38700,1290,645
D06,2022-05-01,64500,38700,1290,645
D06,2022-06-01,64500,38700,1290,645
D06,2022-07-01,64500,38700,1290,645
D06,2022-08-01,64500,38700,1290,645
D06,2022-09-01,64500,38700,1290,645
D06,2022-10-01,64500,38700,1290,645
D06,2022-11-01,64500,38700,1290,645
D06,2022-12-01,64500,38700,1290,645
D06,2023-01-01,64500,38700,1290,645
D06,2023-02-01,64500,38700,1290,645
D06,2023-03-01,64500,38700,1290,645
D07,2019-04-01,156300,93780,3126,1563
D07,2019-05-01,156300,93780,3126,1563
D07,2019-06-01,156300,93780,3126,1563
D07,2019-07-01,156300,93780,3126,1563
D07,2019-08-01,156300,93780,3126,1563
D07,2019-09-01,156300,93780,3126,1563
D07,2019-10-01,156300,93780,3126,1563
D07,2019-11-01,156300,93780,3126,1563
D07,2019-12-01,156300,93780,3126,1563
D07,2020-01-01,156300,93780,3126,1563
D07,2020-02-01,156300,93780,3126,1563
D07,2020-03-01,156300,93780,3126,1563
D07,2020-04-01,156300,93780,3126,1563
D07,2020-05-01,156300,93780,3126,1563
D07,2020-06-01,156300,93780,3126,1563
D07,2020-07-01,156300,93780,3126,1563
D07,2020-08-01,156300,93780,3126,1563
D07,2020-09-01,156300,93780,3126,1563
D07,2020-10-01,156300,93780,3126,1563
D07,2020-11-01,156300,93780,3126,1563
D07,2020-12-01,156300,93780,3126,1563
D07,2021-01-01,156300,93780,3126,1563
D07,2021-02-01,156300,93780,3126,1563
D07,2021-03-01,156300,93780,3126,1563
D07,2021-04-01,156300,93780,3126,1563
D07,2021-05-01,156300,93780,3126,1563
D07,2021-06-01,156300,93780,3126,1563
D07,2021-07-01,156300,93780,3126,1563
D07,2021-08-01,156300,93780,3126,1563
D07,2021-09-01,156300,93780,3126,1563
D07,2021-10-01,156300,93780,3126,1563
D07,2021-11-01,156300,93780,3126,1563
D07,2021-12-01,156300,93780,3126,1563
D07,2022-01-01,156300,93780,3126,1563
D07,2022-02-01,156300,93780,3126,1563
D07,2022-03-01,156300,93780,3126,1563
D07,2022-04-01,156300,93780,3126,1563
D07,2022-05-01,156300,93780,3126,1563
D07,2022-06-01,156300,93780,3126,1563
D07,2022-07-01,156300,93780,3126,1563
D07,2022-08-01,156300,93780,3126,1563
D07,2022-09-01,156300,93780,3126,1563
D07,2022-10-01,156300,93780,3126,1563
D07,2022-11-01,156300,93780,3126,1563
D07,2022-12-01,156300,93780,3126,1563
D07,2023-01-01,156300,93780,3126,1563
D07,2023-02-01,156300,93780,3126,1563
D07,2023-03-01,156300,93780,3126,1563
D08,2019-04-01,185000,111000,3700,1850
D08,2019-05-01,185000,111000,3700,1850
D08,2019-06-01,185000,111000,3700,1850
D08,2019-07-01,185000,111000,3700,1850
D08,2019-08-01,185000,111000,3700,1850
D08,2019-09-01,185000,111000,3700,1850
D08,2019-10-01,185000,111000,3700,1850
D08,2019-11-01,185000,111000,3700,1850
D08,2019-12-01,185000,111000,3700,1850
D08,2020-01-01,185000,111000,3700,1850
D08,2020-02-01,185000,111000,3700,1850
D08,2020-03-01,185000,111000,3700,1850
D08,2020-04-01,185000,111000,3700,1850
D08,2020-05-01,185000,111000,3700,1850
D08,2020-06-01,185000,111000,3700,1850
D08,2020-07-01,185000,111000,3700,1850
D08,2020-08-01,185000,111000,3700,1850
D08,2020-09-01,185000,111000,3700,1850
D08,2020-10-01,185000,111000,3700,1850
D08,2020-11-01,185000,111000,3700,1850
D08,2020-12-01,185000,111000,3700,1850
D08,2021-01-01,185000,111000,3700,1850
D08,2021-02-01,185000,111000,3700,1850
D08,2021-03-01,185000,111000,3700,1850
D08,2021-04-01,185000,111000,3700,1850
D08,2021-05-01,185000,111000,3700,1850
D08,2021-06-01,185000,111000,3700,1850
D08,2021-07-01,185000,111000,3700,1850
D08,2021-08-01,185000,111000,3700,1850
D08,2021-09-01,185000,111000,3700,1850
D08,2021-10-01,185000,111000,3700,1850
D08,2021-11-01,185000,111000,3700,1850
D08,2021-12-01,185000,111000,3700,1850
D08,2022-01-01,185000,111000,3700,1850
D08,2022-02-01,185000,111000,3700,1850
D08,2022-03-01,185000,111000,3700,1850
D08,2022-04-01,185000,111000,3700,1850
D08,2022-05-01,185000,111000,3700,1850
D08,2022-06-01,185000,111000,3700,1850
D08,2022-07-01,185000,111000,3700,1850
D08,2022-08-01,185000,111000,3700,1850
D08,2022-09-01,185000,111000,3700,1850
D08,2022-10-01,185000,111000,3700,1850
D08,2022-11-01,185000,111000,3700,1850
D08,2022-12-01,185000,111000,3700,1850
D08,2023-01-01,185000,111000,3700,1850
D08,2023-02-01,185000,111000,3700,1850
D08,2023-03-01,185000,111000,3700,1850
D09,2019-04-01,66000,39600,1320,660
D09,2019-05-01,66000,39600,1320,660
D09,2019-06-01,66000,39600,1320,660
D09,2019-07-01,66000,39600,1320,660
D09,2019-08-01,66000,39600,1320,660
D09,2019-09-01,66000,39600,1320,660
D09,2019-10-01,66000,39600,1320,660
D09,2019-11-01,66000,39600,1320,660
D09,2019-12-01,66000,39600,1320,660
D09,2020-01-01,66000,39600,1320,660
D09,2020-02-01,66000,39600,1320,660
D09,2020-03-01,66000,39600,1320,660
D09,2020-04-01,66000,39600,1320,660
D09,2020-05-01,66000,39600,1320,660
D09,2020-06-01,66000,39600,1320,660
D09,2020-07-01,66000,39600,1320,660
D09,2020-08-01,66000,39600,1320,660
D09,2020-09-01,66000,39600,1320,660
D09,2020-10-01,66000,39600,1320,660
D09,2020-11-01,66000,39600,1320,660
D09,2020-12-01,66000,39600,1320,660
D09,2021-01-01,66000,39600,1320,660
D09,2021-02-01,66000,39600,1320,660
D09,2021-03-01,66000,39600,1320,660
D09,2021-04-01,66000,39600,1320,660
D09,2021-05-01,66000,39600,1320,660
D09,2021-06-01,66000,39600,1320,660
D09,2021-07-01,66000,39600,1320,660
D09,2021-08-01,66000,39600,1320,660
D09,2021-09-01,66000,39600,1320,660
D09,2021-10-01,66000,39600,1320,660
D09,2021-11-01,66000,39600,1320,660
D09,2021-12-01,66000,39600,1320,660
D09,2022-01-01,66000,39600,1320,660
D09,2022-02-01,66000,39600,1320,660
D09,2022-03-01,66000,39600,1320,660
D09,2022-04-01,66000,39600,1320,660
D09,2022-05-01,66000,39600,1320,660
D09,2022-06-01,66000,39600,1320,660
D09,2022-07-01,66000,39600,1320,660
D09,2022-08-01,66000,39600,1320,660
D09,2022-09-01,66000,39600,1320,660
D09,2022-10-01,66000,39600,1320,660
D09,2022-11-01,66000,39600,1320,660
D09,2022-12-01,66000,39600,1320,660
D09,2023-01-01,66000,39600,1320,660
D09,2023-02-01,66000,39600,1320,660
D09,2023-03-01,66000,39600,1320,660
D10,2019-04-01,186800,112080,3736,1868
D10,2019-05-01,186800,112080,3736,1868
D10,2019-06-01,186800,112080,3736,1868
D10,2019-07-01,186800,112080,3736,1868
D10,2019-08-01,186800,112080,3736,1868
D10,2019-09-01,186800,112080,3736,1868
D10,2019-10-01,186800,112080,3736,1868
D10,2019-11-01,186800,112080,3736,1868
D10,2019-12-01,186800,112080,3736,1868
D10,2020-01-01,186800,112080,3736,1868
D10,2020-02-01,186800,112080,3736,1868
D10,2020-03-01,186800,112080,3736,1868
D10,2020-04-01,186800,112080,3736,1868
D10,2020-05-01,186800,112080,3736,1868
D10,2020-06-01,186800,112080,3736,1868
D10,2020-07-01,186800,112080,3736,1868
D10,2020-08-01,186800,112080,3736,1868
D10,2020-09-01,186800,112080,3736,1868
D10,2020-10-01,186800,112080,3736,1868
D10,2020-11-01,186800,112080,3736,1868
D10,2020-12-01,186800,112080,3736,1868
D10,2021-01-01,186800,112080,3736,1868
D10,2021-02-01,186800,112080,3736,1868
D10,2021-03-01,186800,112080,3736,1868
D10,2021-04-01,186800,112080,3736,1868
D10,2021-05-01,186800,112080,3736,1868
D10,2021-06-01,186800,112080,3736,1868
D10,2021-07-01,186800,112080,3736,1868
D10,2021-08-01,186800,112080,3736,1868
D10,2021-09-01,186800,112080,3736,1868
D10,2021-10-01,186800,112080,3736,1868
D10,2021-11-01,186800,112080,3736,1868
D10,2021-12-01,186800,112080,3736,1868
D10,2022-01-01,186800,112080,3736,1868
D10,2022-02-01,186800,112080,3736,1868
D10,2022-03-01,186800,112080,3736,1868
D10,2022-04-01,186800,112080,3736,1868
D10,2022-05-01,186800,112080,3736,1868
D10,2022-06-01,186800,112080,3736,1868
D10,2022-07-01,186800,112080,3736,1868
D10,2022-08-01,186800,112080,3736,1868
D10,2022-09-01,186800,112080,3736,1868
D10,2022-10-01,186800,112080,3736,1868
D10,2022-11-01,186800,112080,3736,1868
D10,2022-12-01,186800,112080,3736,1868
D10,2023-01-01,186800,112080,3736,1868
D10,2023-02-01,186800,112080,3736,1868
D10,2023-03-01,186800,112080,3736,1868
D11,2019-04-01,143100,85860,2862,1431
D11,2019-05-01,143100,85860,2862,1431
D11,2019-06-01,143100,85860,2862,1431
D11,2019-07-01,143100,85860,2862,1431
D11,2019-08-01,143100,85860,2862,1431
D11,2019-09-01,143100,85860,2862,1431
D11,2019-10-01,143100,85860,2862,1431
D11,2019-11-01,143100,85860,2862,1431
D11,2019-12-01,143100,85860,2862,1431
D11,2020-01-01,143100,85860,2862,1431
D11,2020-02-01,143100,85860,2862,1431
D11,2020-03-01,143100,85860,2862,1431
D11,2020-04-01,143100,85860,2862,1431
D11,2020-05-01,143100,85860,2862,1431
D11,2020-06-01,143100,85860,2862,1431
D11,2020-07-01,143100,85860,2862,1431
D11,2020-08-01,143100,85860,2862,1431
D11,2020-09-01,143100,85860,2862,1431
D11,2020-10-01,143100,85860,2862,1431
D11,2020-11-01,143100,85860,2862,1431
D11,2020-12-01,143100,85860,2862,1431
D11,2021-01-01,143100,85860,2862,1431
D11,2021-02-01,143100,85860,2862,1431
D11,2021-03-01,143100,85860,2862,1431
D11,2021-04-01,143100,85860,2862,1431
D11,2021-05-01,143100,85860,2862,1431
D11,2021-06-01,143100,85860,2862,1431
D11,2021-07-01,143100,85860,2862,1431
D11,2021-08-01,143100,85860,2862,1431
D11,2021-09-01,143100,85860,2862,1431
D11,2021-10-01,143100,85860,2862,1431
D11,2021-11-01,143100,85860,2862,1431
D11,2021-12-01,143100,85860,2862,1431
D11,2022-01-01,143100,85860,2862,1431
D11,2022-02-01,143100,85860,2862,1431
D11,2022-03-01,143100,85860,2862,1431
D11,2022-04-01,143100,85860,2862,1431
D11,2022-05-01,143100,85860,2862,1431
D11,2022-06-01,143100,85860,2862,1431
D11,2022-07-01,143100,85860,2862,1431
D11,2022-08-01,143100,85860,2862,1431
D11,2022-09-01,143100,85860,2862,1431
D11,2022-10-01,143100,85860,2862,1431
D11,2022-11-01,143100,85860,2862,1431
D11,2022-12-01,143100,85860,2862,1431
D11,2023-01-01,143100,85860,2862,1431
D11,2023-02-01,143100,85860,2862,1431
D11,2023-03-01,143100,85860,2862,1431
D12,2019-04-01,152700,91620,3054,1527
D12,2019-05-01,152700,91620,3054,1527
D12,2019-06-01,152700,91620,3054,1527
D12,2019-07-01,152700,91620,3054,1527
D12,2019-08-01,152700,91620,3054,1527
D12,2019-09-01,152700,91620,3054,1527
D12,2019-10-01,152700,91620,3054,1527
D12,2019-11-01,152700,91620,3054,1527
D12,2019-12-01,152700,91620,3054,1527
D12,2020-01-01,152700,91620,3054,1527
D12,2020-02-01,152700,91620,3054,1527
D12,2020-03-01,152700,91620,3054,1527
D12,2020-04-01,152700,91620,3054,1527
D12,2020-05-01,152700,91620,3054,1527
D12,2020-06-01,152700,91620,3054,1527
D12,2020-07-01,152700,91620,3054,1527
D12,2020-08-01,152700,91620,3054,1527
D12,2020-09-01,152700,91620,3054,1527
D12,2020-10-01,152700,91620,3054,1527
D12,2020-11-01,152700,91620,3054,1527
D12,2020-12-01,152700,91620,3054,1527
D12,2021-01-01,152700,91620,3054,1527
D12,2021-02-01,152700,91620,3054,1527
D12,2021-03-01,152700,91620,3054,1527
D12,2021-04-01,152700,91620,3054,1527
D12,2021-05-01,152700,91620,3054,1527
D12,2021-06-01,152700,91620,3054,1527
D12,2021-07-01,152700,91620,3054,1527
D12,2021-08-01,152700,91620,3054,1527
D12,2021-09-01,152700,91620,3054,1527
D12,2021-10-01,152700,91620,3054,1527
D12,2021-11-01,152700,91620,3054,1527
D12,2021-12-01,152700,91620,3054,1527
D12,2022-01-01,152700,91620,3054,1527
D12,2022-02-01,152700,91620,3054,1527
D12,2022-03-01,152700,91620,3054,1527
D12,2022-04-01,152700,91620,3054,1527
D12,2022-05-01,152700,91620,3054,1527
D12,2022-06-01,152700,91620,3054,1527
D12,2022-07-01,152700,91620,3054,1527
D12,2022-08-01,152700,91620,3054,1527
D12,2022-09-01,152700,91620,3054,1527
D12,2022-10-01,152700,91620,3054,1527
D12,2022-11-01,152700,91620,3054,1527
D12,2022-12-01,152700,91620,3054,1527
D12,2023-01-01,152700,91620,3054,1527
D12,2023-02-01,152700,91620,3054,1527
D12,2023-03-01,152700,91620,3054,1527
D13,2019-04-01,123600,74160,2472,1236
D13,2019-05-01,123600,74160,2472,1236
D13,2019-06-01,123600,74160,2472,1236
D13,2019-07-01,123600,74160,2472,1236
D13,2019-08-01,123600,74160,2472,1236
D13,2019-09-01,123600,74160,2472,1236
D13,2019-10-01,123600,74160,2472,1236
D13,2019-11-01,123600,74160,2472,1236
D13,2019-12-01,123600,74160,2472,1236
D13,2020-01-01,123600,74160,2472,1236
D13,2020-02-01,123600,74160,2472,1236
D13,2020-03-01,123600,74160,2472,1236
D13,2020-04-01,123600,74160,2472,1236
D13,2020-05-01,123600,74160,2472,1236
D13,2020-06-01,123600,74160,2472,1236
D13,2020-07-01,123600,74160,2472,1236
D13,2020-08-01,123600,74160,2472,1236
D13,2020-09-01,123600,74160,2472,1236
D13,2020-10-01,123600,74160,2472,1236
D13,2020-11-01,123600,74160,2472,1236
D13,2020-12-01,123600,74160,2472,1236
D13,2021-01-01,123600,74160,2472,1236
D13,2021-02-01,123600,74160,2472,1236
D13,2021-03-01,123600,74160,2472,1236
D13,2021-04-01,123600,74160,2472,1236
D13,2021-05-01,123600,74160,2472,1236
D13,2021-06-01,123600,74160,2472,1236
D13,2021-07-01,123600,74160,2472,1236
D13,2021-08-01,123600,74160,2472,1236
D13,2021-09-01,123600,74160,2472,1236
D13,2021-10-01,123600,74160,2472,1236
D13,2021-11-01,123600,74160,2472,1236
D13,2021-12-01,123600,74160,2472,1236
D13,2022-01-01,123600,74160,2472,1236
D13,2022-02-01,123600,74160,2472,1236
D13,2022-03-01,123600,74160,2472,1236
D13,2022-04-01,123600,74160,2472,1236
D13,2022-05-01,123600,74160,2472,1236
D13,2022-06-01,123600,74160,2472,1236
D13,2022-07-01,123600,74160,2472,1236
D13,2022-08-01,123600,74160,2472,1236
D13,2022-09-01,123600,74160,2472,1236
D13,2022-10-01,123600,74160,2472,1236
D13,2022-11-01,123600,74160,2472,1236
D13,2022-12-01,123600,74160,2472,1236
D13,2023-01-01,123600,74160,2472,1236
D13,2023-02-01,123600,74160,2472,1236
D13,2023-03-01,123600,74160,2472,1236
D14,2019-04-01,169000,101400,3380,1690
D14,2019-05-01,169000,101400,3380,1690
D14,2019-06-01,169000,101400,3380,1690
D14,2019-07-01,169000,101400,3380,1690
D14,2019-08-01,169000,101400,3380,1690
D14,2019-09-01,169000,101400,3380,1690
D14,2019-10-01,169000,101400,3380,1690
D14,2019-11-01,169000,101400,3380,1690
D14,2019-12-01,169000,101400,3380,1690
D14,2020-01-01,169000,101400,3380,1690
D14,2020-02-01,169000,101400,3380,1690
D14,2020-03-01,169000,101400,3380,1690
