dist_code,month,sector,investment in cr
D04,2021-10-01,IT,172.9
D04,2021-11-01,Manufacturing,172.9
D04,2021-12-01,Pharma,172.9
D04,2022-01-01,Textiles,172.9
D04,2022-02-01,Manufacturing,172.9
D04,2022-03-01,Manufacturing,172.9
D04,2022-04-01,IT,172.9
D04,2022-05-01,IT,172.9
D04,2022-06-01,Pharma,172.9
D04,2022-07-01,Textiles,172.9
D04,2022-08-01,Textiles,172.9
D04,2022-09-01,Manufacturing,172.9
D04,2022-10-01,IT,172.9
D04,2022-11-01,Textiles,172.9
D04,2022-12-01,IT,172.9
D04,2023-01-01,Food,172.9
D04,2023-02-01,Pharma,172.9
D04,2023-03-01,Pharma,172.9
D05,2019-04-01,IT,137.1
D05,2019-05-01,Manufacturing,137.1
D05,2019-06-01,Pharma,137.1
D05,2019-07-01,Textiles,137.1
D05,2019-08-01,IT,137.1
D05,2019-09-01,Pharma,137.1
D05,2019-10-01,Textiles,137.1
D05,2019-11-01,Manufacturing,137.1
D05,2019-12-01,Manufacturing,137.1
D05,2020-01-01,Food,137.1
D05,2020-02-01,Textiles,137.1
D05,2020-03-01,Manufacturing,137.1
D05,2020-04-01,IT,137.1
D05,2020-05-01,Textiles,137.1
D05,2020-06-01,Pharma,137.1
D05,2020-07-01,Textiles,137.1
D05,2020-08-01,Manufacturing,137.1
D05,2020-09-01,Food,137.1
D05,2020-10-01,Pharma,137.1
D05,2020-11-01,Food,137.1
D05,2020-12-01,IT,137.1
D05,2021-01-01,Textiles,137.1
D05,2021-02-01,IT,137.1
D05,2021-03-01,Manufacturing,137.1
D05,2021-04-01,Food,137.1
D05,2021-05-01,Manufacturing,137.1
D05,2021-06-01,IT,137.1
D05,2021-07-01,Manufacturing,137.1
D05,2021-08-01,Pharma,137.1
D05,2021-09-01,Manufacturing,137.1
D05,2021-10-01,Textiles,137.1
D05,2021-11-01,Food,137.1
D05,2021-12-01,Food,137.1
D05,2022-01-01,Textiles,137.1
D05,2022-02-01,IT,137.1
D05,2022-03-01,Pharma,137.1
D05,2022-04-01,IT,137.1
D05,2022-05-01,IT,137.1
D05,2022-06-01,Textiles,137.1
D05,2022-07-01,Textiles,137.1
D05,2022-08-01,Textiles,137.1
D05,2022-09-01,Textiles,137.1
D05,2022-10-01,Manufacturing,137.1
D05,2022-11-01,IT,137.1
D05,2022-12-01,IT,137.1
D05,2023-01-01,Pharma,137.1
D05,2023-02-01,Textiles,137.1
D05,2023-03-01,Food,137.1
D06,2019-04-01,Food,64.5
D06,2019-05-01,Textiles,64.5
D06,2019-06-01,Pharma,64.5
D06,2019-07-01,Pharma,64.5
D06,2019-08-01,IT,64.5
D06,2019-09-01,Manufacturing,64.5
D06,2019-10-01,IT,64.5
D06,2019-11-01,Food,64.5
D06,2019-12-01,Food,64.5
D06,2020-01-01,Food,64.5
D06,2020-02-01,Pharma,64.5
D06,2020-03-01,Pharma,64.5
D06,2020-04-01,Pharma,64.5
D06,2020-05-01,Pharma,64.5
D06,2020-06-01,Textiles,64.5
D06,2020-07-01,Food,64.5
D06,2020-08-01,Food,64.5
D06,2020-09-01,Pharma,64.5
D06,2020-10-01,Food,64.5
D06,2020-11-01,Textiles,64.5
D06,2020-12-01,Manufacturing,64.5
D06,2021-01-01,Manufacturing,64.5
D06,2021-02-01,IT,64.5
D06,2021-03-01,Food,64.5
D06,2021-04-01,IT,64.5
D06,2021-05-01,Pharma,64.5
D06,2021-06-01,Food,64.5
D06,2021-07-01,Pharma,64.5
D06,2021-08-01,Textiles,64.5
D06,2021-09-01,Textiles,64.5
D06,2021-10-01,Pharma,64.5
D06,2021-11-01,Textiles,64.5
D06,2021-12-01,Food,64.5
D06,2022-01-01,Textiles,64.5
D06,2022-02-01,IT,64.5
D06,2022-03-01,Food,64.5
D06,2022-04-01,IT,64.5
D06,2022-05-01,Manufacturing,64.5
D06,2022-06-01,Pharma,64.5
D06,2022-07-01,Textiles,64.5
D06,2022-08-01,Food,64.5
D06,2022-09-01,Food,64.5
D06,2022-10-01,Pharma,64.5
D06,2022-11-01,Textiles,64.5
D06,2022-12-01,Textiles,64.5
D06,2023-01-01,Food,64.5
D06,2023-02-01,Textiles,64.5
D06,2023-03-01,Manufacturing,64.5
D07,2019-04-01,IT,156.3
D07,2019-05-01,IT,156.3
D07,2019-06-01,Food,156.3
D07,2019-07-01,Pharma,156.3
D07,2019-08-01,Manufacturing,156.3
D07,2019-09-01,IT,156.3
D07,2019-10-01,Textiles,156.3
D07,2019-11-01,Pharma,156.3
D07,2019-12-01,Manufacturing,156.3
D07,2020-01-01,Pharma,156.3
D07,2020-02-01,IT,156.3
D07,2020-03-01,Textiles,156.3
D07,2020-04-01,Pharma,156.3
D07,2020-05-01,Food,156.3
D07,2020-06-01,Food,156.3
D07,2020-07-01,Manufacturing,156.3
D07,2020-08-01,Pharma,156.3
D07,2020-09-01,Textiles,156.3
D07,2020-10-01,IT,156.3
D07,2020-11-01,Food,156.3
D07,2020-12-01,Food,156.3
D07,2021-01-01,Pharma,156.3
D07,2021-02-01,Manufacturing,156.3
D07,2021-03-01,Manufacturing,156.3
D07,2021-04-01,Manufacturing,156.3
D07,2021-05-01,IT,156.3
D07,2021-06-01,Textiles,156.3
D07,2021-07-01,IT,156.3
D07,2021-08-01,Pharma,156.3
D07,2021-09-01,Manufacturing,156.3
D07,2021-10-01,Manufacturing,156.3
D07,2021-11-01,Food,156.3
D07,2021-12-01,Food,156.3
D07,2022-01-01,Manufacturing,156.3
D07,2022-02-01,Food,156.3
D07,2022-03-01,Manufacturing,156.3
D07,2022-04-01,Manufacturing,156.3
D07,2022-05-01,Food,156.3
D07,2022-06-01,Textiles,156.3
D07,2022-07-01,Textiles,156.3
D07,2022-08-01,Food,156.3
D07,2022-09-01,Food,156.3
D07,2022-10-01,Manufacturing,156.3
D07,2022-11-01,IT,156.3
D07,2022-12-01,Textiles,156.3
D07,2023-01-01,Textiles,156.3
D07,2023-02-01,Manufacturing,156.3
D07,2023-03-01,IT,156.3
D08,2019-04-01,IT,185.0
D08,2019-05-01,Textiles,185.0
D08,2019-06-01,IT,185.0
D08,2019-07-01,IT,185.0
D08,2019-08-01,Food,185.0
D08,2019-09-01,IT,185.0
D08,2019-10-01,Pharma,185.0
D08,2019-11-01,Pharma,185.0
D08,2019-12-01,Food,185.0
D08,2020-01-01,Food,185.0
D08,2020-02-01,Food,185.0
D08,2020-03-01,Food,185.0
D08,2020-04-01,Manufacturing,185.0
D08,2020-05-01,Textiles,185.0
D08,2020-06-01,Pharma,185.0
D08,2020-07-01,Food,185.0
D08,2020-08-01,Textiles,185.0
D08,2020-09-01,Pharma,185.0
D08,2020-10-01,Pharma,185.0
D08,2020-11-01,IT,185.0
D08,2020-12-01,Textiles,185.0
D08,2021-01-01,Manufacturing,185.0
D08,2021-02-01,Manufacturing,185.0
D08,2021-03-01,Manufacturing,185.0
D08,2021-04-01,Textiles,185.0
D08,2021-05-01,Textiles,185.0
D08,2021-06-01,Pharma,185.0
D08,2021-07-01,Food,185.0
D08,2021-08-01,Food,185.0
D08,2021-09-01,IT,185.0
D08,2021-10-01,Pharma,185.0
D08,2021-11-01,IT,185.0
D08,2021-12-01,IT,185.0
D08,2022-01-01,Manufacturing,185.0
D08,2022-02-01,Food,185.0
D08,2022-03-01,Pharma,185.0
D08,2022-04-01,Pharma,185.0
D08,2022-05-01,Manufacturing,185.0
D08,2022-06-01,Food,185.0
D08,2022-07-01,Food,185.0
D08,2022-08-01,Textiles,185.0
D08,2022-09-01,Textiles,185.0
D08,2022-10-01,Manufacturing,185.0
D08,2022-11-01,Textiles,185.0
D08,2022-12-01,Textiles,185.0
D08,2023-01-01,Manufacturing,185.0
D08,2023-02-01,Food,185.0
D08,2023-03-01,Textiles,185.0
D09,2019-04-01,Textiles,66.0
D09,2019-05-01,Textiles,66.0
D09,2019-06-01,Pharma,66.0
D09,2019-07-01,IT,66.0
D09,2019-08-01,Food,66.0
D09,2019-09-01,Pharma,66.0
D09,2019-10-01,Textiles,66.0
D09,2019-11-01,Pharma,66.0
D09,2019-12-01,IT,66.0
D09,2020-01-01,Pharma,66.0
D09,2020-02-01,Food,66.0
D09,2020-03-01,Pharma,66.0
D09,2020-04-01,Food,66.0
D09,2020-05-01,Manufacturing,66.0
D09,2020-06-01,Manufacturing,66.0
D09,2020-07-01,Food,66.0
D09,2020-08-01,Pharma,66.0
D09,2020-09-01,IT,66.0
D09,2020-10-01,Food,66.0
D09,2020-11-01,IT,66.0
D09,2020-12-01,Pharma,66.0
D09,2021-01-01,IT,66.0
D09,2021-02-01,Pharma,66.0
D09,2021-03-01,IT,66.0
D09,2021-04-01,Manufacturing,66.0
D09,2021-05-01,IT,66.0
D09,2021-06-01,IT,66.0
D09,2021-07-01,Pharma,66.0
D09,2021-08-01,Textiles,66.0
D09,2021-09-01,IT,66.0
D09,2021-10-01,Food,66.0
D09,2021-11-01,Pharma,66.0
D09,2021-12-01,Textiles,66.0
D09,2022-01-01,Food,66.0
D09,2022-02-01,Textiles,66.0
D09,2022-03-01,Food,66.0
D09,2022-04-01,Pharma,66.0
D09,2022-05-01,Pharma,66.0
D09,2022-06-01,Manufacturing,66.0
D09,2022-07-01,Pharma,66.0
D09,2022-08-01,Food,66.0
D09,2022-09-01,IT,66.0
D09,2022-10-01,Textiles,66.0
D09,2022-11-01,Textiles,66.0
D09,2022-12-01,Pharma,66.0
D09,2023-01-01,Pharma,66.0
D09,2023-02-01,Pharma,66.0
D09,2023-03-01,IT,66.0
D10,2019-04-01,Pharma,186.8
D10,2019-05-01,Manufacturing,186.8
D10,2019-06-01,Textiles,186.8
D10,2019-07-01,Textiles,186.8
D10,2019-08-01,Pharma,186.8
D10,2019-09-01,Manufacturing,186.8
D10,2019-10-01,IT,186.8
D10,2019-11-01,IT,186.8
D10,2019-12-01,Food,186.8
D10,2020-01-01,IT,186.8
D10,2020-02-01,IT,186.8
D10,2020-03-01,Pharma,186.8
D10,2020-04-01,Textiles,186.8
D10,2020-05-01,IT,186.8
D10,2020-06-01,Manufacturing,186.8
D10,2020-07-01,Food,186.8
D10,2020-08-01,Pharma,186.8
D10,2020-09-01,Manufacturing,186.8
D10,2020-10-01,Manufacturing,186.8
D10,2020-11-01,Food,186.8
D10,2020-12-01,Food,186.8
D10,2021-01-01,Pharma,186.8
D10,2021-02-01,Manufacturing,186.8
D10,2021-03-01,Pharma,186.8
D10,2021-04-01,Manufacturing,186.8
D10,2021-05-01,Food,186.8
D10,2021-06-01,Textiles,186.8
D10,2021-07-01,Textiles,186.8
D10,2021-08-01,Pharma,186.8
D10,2021-09-01,Manufacturing,186.8
D10,2021-10-01,Pharma,186.8
D10,2021-11-01,Pharma,186.8
D10,2021-12-01,Manufacturing,186.8
D10,2022-01-01,Textiles,186.8
D10,2022-02-01,Food,186.8
D10,2022-03-01,Textiles,186.8
D10,2022-04-01,Food,186.8
D10,2022-05-01,Pharma,186.8
D10,2022-06-01,IT,186.8
D10,2022-07-01,Pharma,186.8
D10,2022-08-01,Manufacturing,186.8
D10,2022-09-01,Manufacturing,186.8
D10,2022-10-01,Manufacturing,186.8
D10,2022-11-01,Manufacturing,186.8
D10,2022-12-01,Manufacturing,186.8
D10,2023-01-01,Manufacturing,186.8
D10,2023-02-01,Manufacturing,186.8
D10,2023-03-01,Manufacturing,186.8
D11,2019-04-01,Textiles,143.1
D11,2019-05-01,Manufacturing,143.1
D11,2019-06-01,Textiles,143.1
D11,2019-07-01,IT,143.1
D11,2019-08-01,Textiles,143.1
D11,2019-09-01,Textiles,143.1
D11,2019-10-01,Manufacturing,143.1
D11,2019-11-01,Pharma,143.1
D11,2019-12-01,Food,143.1
D11,2020-01-01,Food,143.1
D11,2020-02-01,Food,143.1
D11,2020-03-01,Textiles,143.1
D11,2020-04-01,Pharma,143.1
D11,2020-05-01,Food,143.1
D11,2020-06-01,Pharma,143.1
D11,2020-07-01,Textiles,143.1
D11,2020-08-01,Food,143.1
D11,2020-09-01,Pharma,143.1
D11,2020-10-01,Pharma,143.1
D11,2020-11-01,Pharma,143.1
D11,2020-12-01,IT,143.1
D11,2021-01-01,Textiles,143.1
D11,2021-02-01,Manufacturing,143.1
D11,2021-03-01,IT,143.1
D11,2021-04-01,IT,143.1
D11,2021-05-01,IT,143.1
D11,2021-06-01,Food,143.1
D11,2021-07-01,Manufacturing,143.1
D11,2021-08-01,IT,143.1
D11,2021-09-01,Textiles,143.1
D11,2021-10-01,Food,143.1
D11,2021-11-01,IT,143.1
D11,2021-12-01,Textiles,143.1
D11,2022-01-01,Food,143.1
D11,2022-02-01,Food,143.1
D11,2022-03-01,Textiles,143.1
D11,2022-04-01,Pharma,143.1
D11,2022-05-01,Food,143.1
D11,2022-06-01,Food,143.1
D11,2022-07-01,Pharma,143.1
D11,2022-08-01,Textiles,143.1
D11,2022-09-01,IT,143.1
D11,2022-10-01,Manufacturing,143.1
D11,2022-11-01,Manufacturing,143.1
D11,2022-12-01,Pharma,143.1
D11,2023-01-01,Food,143.1
D11,2023-02-01,IT,143.1
D11,2023-03-01,Textiles,143.1
D12,2019-04-01,Manufacturing,152.7
D12,2019-05-01,Food,152.7
D12,2019-06-01,IT,152.7
D12,2019-07-01,Pharma,152.7
D12,2019-08-01,IT,152.7
D12,2019-09-01,Textiles,152.7
D12,2019-10-01,Textiles,152.7
D12,2019-11-01,Food,152.7
D12,2019-12-01,Textiles,152.7
D12,2020-01-01,Textiles,152.7
D12,2020-02-01,Pharma,152.7
D12,2020-03-01,Textiles,152.7
D12,2020-04-01,Pharma,152.7
D12,2020-05-01,Food,152.7
D12,2020-06-01,Pharma,152.7
D12,2020-07-01,IT,152.7
D12,2020-08-01,Textiles,152.7
D12,2020-09-01,Manufacturing,152.7
D12,2020-10-01,Food,152.7
D12,2020-11-01,Pharma,152.7
D12,2020-12-01,Textiles,152.7
D12,2021-01-01,Manufacturing,152.7
D12,2021-02-01,Textiles,152.7
D12,2021-03-01,IT,152.7
D12,2021-04-01,IT,152.7
D12,2021-05-01,Manufacturing,152.7
D12,2021-06-01,IT,152.7
D12,2021-07-01,Manufacturing,152.7
D12,2021-08-01,Manufacturing,152.7
D12,2021-09-01,Textiles,152.7
D12,2021-10-01,Manufacturing,152.7
D12,2021-11-01,Pharma,152.7
D12,2021-12-01,Manufacturing,152.7
D12,2022-01-01,Food,152.7
D12,2022-02-01,Textiles,152.7
D12,2022-03-01,Manufacturing,152.7
D12,2022-04-01,Textiles,152.7
D12,2022-05-01,Food,152.7
D12,2022-06-01,Textiles,152.7
D12,2022-07-01,Food,152.7
D12,2022-08-01,Manufacturing,152.7
D12,2022-09-01,Manufacturing,152.7
D12,2022-10-01,IT,152.7
D12,2022-11-01,Textiles,152.7
D12,2022-12-01,Manufacturing,152.7
D12,2023-01-01,Pharma,152.7
D12,2023-02-01,Textiles,152.7
D12,2023-03-01,Textiles,152.7
D13,2019-04-01,IT,123.6
D13,2019-05-01,Food,123.6
D13,2019-06-01,Textiles,123.6
D13,2019-07-01,Pharma,123.6
D13,2019-08-01,IT,123.6
D13,2019-09-01,Textiles,123.6
D13,2019-10-01,Pharma,123.6
D13,2019-11-01,IT,123.6
D13,2019-12-01,IT,123.6
D13,2020-01-01,Pharma,123.6
D13,2020-02-01,Textiles,123.6
D13,2020-03-01,Manufacturing,123.6
D13,2020-04-01,Food,123.6
D13,2020-05-01,IT,123.6
D13,2020-06-01,Manufacturing,123.6
D13,2020-07-01,Manufacturing,123.6
D13,2020-08-01,Textiles,123.6
D13,2020-09-01,Food,123.6
D13,2020-10-01,Pharma,123.6
D13,2020-11-01,IT,123.6
D13,2020-12-01,Manufacturing,123.6
D13,2021-01-01,Textiles,123.6
D13,2021-02-01,Textiles,123.6
D13,2021-03-01,Textiles,123.6
D13,2021-04-01,Textiles,123.6
D13,2021-05-01,IT,123.6
D13,2021-06-01,Textiles,123.6
D13,2021-07-01,Pharma,123.6
D13,2021-08-01,Textiles,123.6
D13,2021-09-01,Manufacturing,123.6
D13,2021-10-01,IT,123.6
D13,2021-11-01,IT,123.6
D13,2021-12-01,IT,123.6
D13,2022-01-01,Food,123.6
D13,2022-02-01,Textiles,123.6
D13,2022-03-01,Food,123.6
D13,2022-04-01,Food,123.6
D13,2022-05-01,Manufacturing,123.6
D13,2022-06-01,Manufacturing,123.6
D13,2022-07-01,Textiles,123.6
D13,2022-08-01,IT,123.6
D13,2022-09-01,Manufacturing,123.6
D13,2022-10-01,Textiles,123.6
D13,2022-11-01,Pharma,123.6
D13,2022-12-01,Food,123.6
D13,2023-01-01,IT,123.6
D13,2023-02-01,Manufacturing,123.6
D13,2023-03-01,Food,123.6
D14,2019-04-01,Manufacturing,169.0
D14,2019-05-01,Manufacturing,169.0
D14,2019-06-01,IT,169.0
D14,2019-07-01,Pharma,169.0
D14,2019-08-01,Manufacturing,169.0
D14,2019-09-01,Pharma,169.0
D14,2019-10-01,IT,169.0
D14,2019-11-01,Pharma,169.0
D14,2019-12-01,Pharma,169.0
D14,2020-01-01,Pharma,169.0
D14,2020-02-01,Pharma,169.0
D14,2020-03-01,Pharma,169.0
D14,2020-04-01,Textiles,169.0
D14,2020-05-01,Manufacturing,169.0
D14,2020-06-01,Pharma,169.0
D14,2020-07-01,Food,169.0
D14,2020-08-01,Pharma,169.0
D14,2020-09-01,Manufacturing,169.0
D14,2020-10-01,Manufacturing,169.0
D14,2020-11-01,Textiles,169.0
D14,2020-12-01,Manufacturing,169.0
D14,2021-01-01,Textiles,169.0
D14,2021-02-01,Textiles,169.0
D14,2021-03-01,Textiles,169.0
D14,2021-04-01,Pharma,169.0
D14,2021-05-01,Textiles,169.0
D14,2021-06-01,Textiles,169.0
D14,2021-07-01,Food,169.0
D14,2021-08-01,IT,169.0
D14,2021-09-01,Textiles,169.0
D14,2021-10-01,IT,169.0
D14,2021-11-01,Pharma,169.0
D14,2021-12-01,Pharma,169.0
D14,2022-01-01,IT,169.0
D14,2022-02-01,Textiles,169.0
D14,2022-03-01,Food,169.0
D14,2022-04-01,Pharma,169.0
D14,2022-05-01,Food,169.0
D14,2022-06-01,IT,169.0
D14,2022-07-01,Textiles,169.0
D14,2022-08-01,Manufacturing,169.0
D14,2022-09-01,Pharma,169.0
D14,2022-10-01,Pharma,169.0
D14,2022-11-01,Food,169.0
D14,2022-12-01,Textiles,169.0
D14,2023-01-01,IT,169.0
D14,2023-02-01,Food,169.0
D14,2023-03-01,Food,169.0
D15,2019-04-01,Pharma,75.2
D15,2019-05-01,Manufacturing,75.2
D15,2019-06-01,Food,75.2
D15,2019-07-01,IT,75.2
D15,2019-08-01,Textiles,75.2
D15,2019-09-01,IT,75.2
D15,2019-10-01,Manufacturing,75.2
D15,2019-11-01,IT,75.2
D15,2019-12-01,Textiles,75.2
D15,2020-01-01,Textiles,75.2
D15,2020-02-01,Food,75.2
D15,2020-03-01,Food,75.2
D15,2020-04-01,Textiles,75.2
D15,2020-05-01,IT,75.2
D15,2020-06-01,IT,75.2
D15,2020-07-01,Pharma,75.2
D15,2020-08-01,Textiles,75.2
D15,2020-09-01,Pharma,75.2
D15,2020-10-01,Manufacturing,75.2
D15,2020-11-01,IT,75.2
D15,2020-12-01,Pharma,75.2
D15,2021-01-01,Textiles,75.2
D15,2021-02-01,Manufacturing,75.2
D15,2021-03-01,Food,75.2
D15,2021-04-01,Pharma,75.2
D15,2021-05-01,Textiles,75.2
D15,2021-06-01,Pharma,75.2
D15,2021-07-01,Textiles,75.2
D15,2021-08-01,Manufacturing,75.2
D15,2021-09-01,Pharma,75.2
D15,2021-10-01,Manufacturing,75.2
D15,2021-11-01,Pharma,75.2
D15,2021-12-01,Pharma,75.2
D15,2022-01-01,Pharma,75.2
D15,2022-02-01,Textiles,75.2
D15,2022-03-01,Food,75.2
D15,2022-04-01,IT,75.2
D15,2022-05-01,Textiles,75.2
D15,2022-06-01,IT,75.2
D15,2022-07-01,Textiles,75.2
D15,2022-08-01,Pharma,75.2
D15,2022-09-01,Textiles,75.2
D15,2022-10-01,Manufacturing,75.2
D15,2022-11-01,Manufacturing,75.2
D15,2022-12-01,Textiles,75.2
D15,2023-01-01,Manufacturing,75.2
D15,2023-02-01,Textiles,75.2
D15,2023-03-01,Textiles,75.2
D16,2019-04-01,Food,55.0
D16,2019-05-01,Textiles,55.0
D16,2019-06-01,Manufacturing,55.0
D16,2019-07-01,Food,55.0
D16,2019-08-01,IT,55.0
D16,2019-09-01,IT,55.0
D16,2019-10-01,IT,55.0
D16,2019-11-01,Food,55.0
D16,2019-12-01,Textiles,55.0
D16,2020-01-01,Pharma,55.0
D16,2020-02-01,IT,55.0
D16,2020-03-01,Food,55.0
D16,2020-04-01,Textiles,55.0
D16,2020-05-01,Manufacturing,55.0
D16,2020-06-01,Textiles,55.0
D16,2020-07-01,Pharma,55.0
D16,2020-08-01,Textiles,55.0
D16,2020-09-01,Manufacturing,55.0
D16,2020-10-01,Pharma,55.0
D16,2020-11-01,Textiles,55.0
D16,2020-12-01,Textiles,55.0
D16,2021-01-01,Pharma,55.0
D16,2021-02-01,Food,55.0
D16,2021-03-01,IT,55.0
D16,2021-04-01,Textiles,55.0
D16,2021-05-01,Food,55.0
D16,2021-06-01,Food,55.0
D16,2021-07-01,Pharma,55.0
